"product","substance","quantity","unit"
"Production of cooling fluid, R134a","Iron ore",0.98,
"Production of cooling fluid, R134a","Limestone",27.34,
"Production of cooling fluid, R134a","NaCl",1780,
"Production of cooling fluid, R134a","Natural gas",84.71,
"Production of cooling fluid, R134a","Sand",0.29,
"Production of cooling fluid, R134a","Water",1490,
"Production of cooling fluid, R134a","Chemicals",2700,
"Production of cooling fluid, R134a","F2",794,
"Production of cooling fluid, R134a","H2SO4",42.7,
"Production of cooling fluid, R134a","NaOH",1.34,
"Production of cooling fluid, R134a","Natural gas",3.2,
"Production of cooling fluid, R134a","N-metylpyrrolidone",1.34,
"Production of cooling fluid, R134a","O2",0.91,
"Production of Copper Anodes","Bauxite",31000,
"Production of Copper Anodes","Bentonite",53,
"Production of Copper Anodes","Calcium sulphate",530,
"Production of Copper Anodes","Coal",1127000,
"Production of Copper Anodes","Crude oil",220000,
"Production of Copper Anodes","Dolomite",1700,
"Production of Copper Anodes","Iron ore",72000,
"Production of Copper Anodes","Lead",3,
"Production of Copper Anodes","Lignite",21000,
"Production of Copper Anodes","Limestone",130000,
"Production of Copper Anodes","NaCl",6340,
"Production of Copper Anodes","Natural gas",150000,
"Production of Copper Anodes","Nitrogen",630,
"Production of Copper Anodes","Sulphur",990,
"Production of Copper Anodes","Wood",350000,
"Production of Copper Anodes","Zinc",4600,
"Production of copypaper. ESA-DBP","Ground water",87,
"Production of copypaper. ESA-DBP","Birchwood",3.77,
"Production of copypaper. ESA-DBP","CaCO3",5400,
"Production of copypaper. ESA-DBP","CaO",9000,
"Production of copypaper. ESA-DBP","Chelating agents",350,
"Production of copypaper. ESA-DBP","Defoamers",800,
"Production of copypaper. ESA-DBP","Electricity",4350,
"Production of copypaper. ESA-DBP","Fuel oil",785,
"Production of copypaper. ESA-DBP","H2O2",6800,
"Production of copypaper. ESA-DBP","H2SO4",26700,
"Production of copypaper. ESA-DBP","MgSO4",1200,
"Production of copypaper. ESA-DBP","Na2SO4",450,
"Production of copypaper. ESA-DBP","NaClO3",30200,
"Production of copypaper. ESA-DBP","NaOH",33900,
"Production of copypaper. ESA-DBP","O2",11300,
"Production of copypaper. ESA-DBP","Other chemicals",2100,
"Production of dimethylether from energy forest","Willow",1.75,
"Production of dimethylether from energy forest","Electricity",0.09,
"Production of Dowel Adhesive PVAC 3370","Bauxite",0.2,
"Production of Dowel Adhesive PVAC 3370","Coal",6.36,
"Production of Dowel Adhesive PVAC 3370","Copper ore",1.1,
"Production of Dowel Adhesive PVAC 3370","Crude oil",55.47,
"Production of Dowel Adhesive PVAC 3370","Hydro energy",1.71,
"Production of Dowel Adhesive PVAC 3370","Iron ore",16.2,
"Production of Dowel Adhesive PVAC 3370","Limestone",27,
"Production of Dowel Adhesive PVAC 3370","Minerals",67.9,
"Production of Dowel Adhesive PVAC 3370","Natural gas",46.74,
"Production of Dowel Adhesive PVAC 3370","Nuclear energy",5.17,
"Production of Dowel Adhesive PVAC 3370","Other fuel",1.22,
"Production of Dowel Adhesive PVAC 3370","Uranium ore",0.56,
"Production of Dowel Adhesive PVAC 3370","Wood",0.45,
"Production of energy forest","NPK fertiliser",131170,
"Production of energy forest","Willow seed",3361680,
"Production of EPDM","Coal",5.6,
"Production of EPDM","Crude oil",21,
"Production of EPDM","Electricity",5,
"Production of ethyl alcohol using energy forest and the CASH-method","Willow",4.17,
"Production of ethyl alcohol using energy forest and the CASH-method","Electricity",0.14,
"Production of ethyl alcohol using energy forest and the CHAP-method","Electricity",0.09,
"Production of ethyl alcohol using energy forest and the enzyme-method","Willow",3.16,
"Production of ethyl alcohol using energy forest and the enzyme-method","Electricity",0.16,
"Production of extruded aluminium profiles","Brown coal",158,
"Production of extruded aluminium profiles","Crude oil",43,
"Production of extruded aluminium profiles","Hard coal",151,
"Production of extruded aluminium profiles","Natural gas",135,
"Production of extruded aluminium profiles","Alloying additives",18.6,
"Production of extruded aluminium profiles","Aluminium ingot",1013,
"Production of extruded aluminium profiles","Ar-gas",0.53,
"Production of extruded aluminium profiles","Chlorine",0.08,
"Production of extruded aluminium profiles","Electricity",749,
"Production of extruded aluminium profiles","Fluxing agents",0.36,
"Production of extruded aluminium profiles","NaOH",28,
"Production of extruded aluminium profiles","Nitrogen",0.3,
"Production of extruded aluminium profiles","Paper and cardboard",3,
"Production of extruded aluminium profiles","Plastics",2.1,
"Production of extruded aluminium profiles","Refractory materials",1.2,
"Production of extruded aluminium profiles","Steel",0.9,
"Production of extruded aluminium profiles","Water",30,
"Production of extruded aluminium profiles","Wood",28,
"Production of guide rings used for spherical roller bearings","Copper in ore",0,
"Production of guide rings used for spherical roller bearings","Iron in ore",0,
"Production of guide rings used for spherical roller bearings","Lead in ore",0,
"Production of guide rings used for spherical roller bearings","Uranium in ore",0,
"Production of guide rings used for spherical roller bearings","Absol",0.01,
"Production of guide rings used for spherical roller bearings","Al",0,
"Production of guide rings used for spherical roller bearings","Aluminium oxide",0,
"Production of guide rings used for spherical roller bearings","Antifoam SE",0,
"Production of guide rings used for spherical roller bearings","Ba",0,
"Production of guide rings used for spherical roller bearings","Bentonite",0,
"Production of guide rings used for spherical roller bearings","Biomass",0.16,
"Production of guide rings used for spherical roller bearings","Biomass",0.35,
"Production of guide rings used for spherical roller bearings","BL AIR set",0,
"Production of guide rings used for spherical roller bearings","Blast furnace gas",1.19,
"Production of guide rings used for spherical roller bearings","Bonder 202A",0.01,
"Production of guide rings used for spherical roller bearings","Bonder 202E",0.02,
"Production of guide rings used for spherical roller bearings","Briquets (recycled material)",0.04,
"Production of guide rings used for spherical roller bearings","Ca",0,
"Production of guide rings used for spherical roller bearings","Carbon",0.44,
"Production of guide rings used for spherical roller bearings","Coke dust",3.34,
"Production of guide rings used for spherical roller bearings","Coke gas",0.59,
"Production of guide rings used for spherical roller bearings","Crude oil",0.8,
"Production of guide rings used for spherical roller bearings","Crude oil",2.05,
"Production of guide rings used for spherical roller bearings","Cu",0.02,
"Production of guide rings used for spherical roller bearings","Dimatrenn SL",0,
"Production of guide rings used for spherical roller bearings","Drivibe 400 Z",0.03,
"Production of guide rings used for spherical roller bearings","Fe-pellets",1.38,
"Production of guide rings used for spherical roller bearings","Ferric oxide",0,
"Production of guide rings used for spherical roller bearings","Ferromanganese",0.03,
"Production of guide rings used for spherical roller bearings","FeS",0.01,
"Production of guide rings used for spherical roller bearings","Gardorol CP 8010",0,
"Production of guide rings used for spherical roller bearings","Grease",0,
"Production of guide rings used for spherical roller bearings","H2O",0.01,
"Production of guide rings used for spherical roller bearings","H2O",0.05,
"Production of guide rings used for spherical roller bearings","H2O",6.79,
"Production of guide rings used for spherical roller bearings","Hard coal",0.56,
"Production of guide rings used for spherical roller bearings","HCl",0,
"Production of guide rings used for spherical roller bearings","Heat",3.51,
"Production of guide rings used for spherical roller bearings","Hg",0,
"Production of guide rings used for spherical roller bearings","Hydro power",69.37,
"Production of guide rings used for spherical roller bearings","Hyspin AWS 46",0,
"Production of guide rings used for spherical roller bearings","Isofrax",0,
"Production of guide rings used for spherical roller bearings","Kermag EN 95",0,
"Production of guide rings used for spherical roller bearings","LD-slag",0.04,
"Production of guide rings used for spherical roller bearings","Lignite",0.03,
"Production of guide rings used for spherical roller bearings","Lime",0,
"Production of guide rings used for spherical roller bearings","Limestone",0.06,
"Production of guide rings used for spherical roller bearings","Magna BD 68",0,
"Production of guide rings used for spherical roller bearings","Methanol",0.02,
"Production of guide rings used for spherical roller bearings","Municipal water",0,
"Production of guide rings used for spherical roller bearings","Natural gas",0.1,
"Production of guide rings used for spherical roller bearings","Oxygen",0.02,
"Production of guide rings used for spherical roller bearings","Oxygen",0,
"Production of guide rings used for spherical roller bearings","Peat",0.05,
"Production of guide rings used for spherical roller bearings","Phenol",0.01,
"Production of guide rings used for spherical roller bearings","Plaster",0.01,
"Production of guide rings used for spherical roller bearings","Potassium Hydroxide",0.12,
"Production of guide rings used for spherical roller bearings","Potassium oxide",0,
"Production of guide rings used for spherical roller bearings","Propene",0.01,
"Production of guide rings used for spherical roller bearings","R03",0,
"Production of guide rings used for spherical roller bearings","Recycled iron",28.01,
"Production of guide rings used for spherical roller bearings","Rimitanol TFA17",0,
"Production of guide rings used for spherical roller bearings","Si",0.06,
"Production of guide rings used for spherical roller bearings","SiC",0.37,
"Production of guide rings used for spherical roller bearings","Silicon dioxide",0.01,
"Production of guide rings used for spherical roller bearings","Slag",0,
"Production of guide rings used for spherical roller bearings","Sodium hydroxide",0,
"Production of guide rings used for spherical roller bearings","Sodium oxide",0,
"Production of guide rings used for spherical roller bearings","Steam",0.02,
"Production of guide rings used for spherical roller bearings","Steel",0.11,
"Production of guide rings used for spherical roller bearings","Sulphur",0,
"Production of guide rings used for spherical roller bearings","Sulphuric acid",0,
"Production of guide rings used for spherical roller bearings","SW 8571",0,
"Production of guide rings used for spherical roller bearings","Technical white",0,
"Production of guide rings used for spherical roller bearings","Thermal energy",0.32,
"Production of guide rings used for spherical roller bearings","Triacetin",0.23,
"Production of guide rings used for spherical roller bearings","Trietanolamin",0,
"Production of guide rings used for spherical roller bearings","Wind power",0.15,
"Production of guide rings used for spherical roller bearings","Wood",0,
"Production of guide rings used for spherical roller bearings","Ytex 1610",0.04,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Air",983.73,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Bauxite",0.29,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Bio fuel",0.62,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Cellulose",11.21,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Coal",3.55,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Copper ore",1.57,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Crude oil",22.25,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Heavy oil",0.18,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Hydro energy",2.79,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Iron in ore",0.21,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Iron ore",24.1,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Kaolin",298.4,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Limestone",0.78,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Methane",0.22,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","NaCl",229.6,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Natural gas",28.95,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Nitrogen",8.4,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Nuclear energy",3.88,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Other fuel",1.63,
"Production of Hardener 2542 for melamine urea formaldehyde resins 1241 and 1242 production","Recovered energy",-1.02,
